cruise, day, pressure, theta, density, temp, salinity, oxygen, nitrate, 
282, 10021, 3860.0,  1.1607,  27.779,  1.4635, 34.6824,   145.2,  -9.000,
282, 10021, 3862.0,  1.1604,  27.779,  1.4635, 34.6824,   145.1,  -9.000,
282, 10021, 3864.0,  1.1604,  27.779,  1.4637, 34.6825,   145.2,  -9.000,
282, 10021, 3866.0,  1.1604,  27.779,  1.4639, 34.6823,   145.1,  -9.000,
282, 10021, 3868.0,  1.1599,  27.779,  1.4636, 34.6824,   145.1,  -9.000,
282, 10021, 3870.0,  1.1581,  27.780,  1.4620, 34.6825,   145.3,  -9.000,
282, 10021, 3872.0,  1.1580,  27.780,  1.4621, 34.6826,   145.3,  -9.000,
282, 10021, 3874.0,  1.1579,  27.780,  1.4622, 34.6826,   145.4,  -9.000,
282, 10021, 3876.0,  1.1580,  27.779,  1.4625, 34.6823,   145.4,  -9.000,
282, 10021, 3878.0,  1.1578,  27.780,  1.4625, 34.6825,   145.5,  -9.000,
282, 10021, 3880.0,  1.1577,  27.780,  1.4627, 34.6825,   145.6,  -9.000,
282, 10021, 3882.0,  1.1577,  27.780,  1.4629, 34.6825,   145.7,  -9.000,
282, 10021, 3884.0,  1.1576,  27.780,  1.4630, 34.6826,   145.8,  -9.000,
282, 10021, 3886.0,  1.1576,  27.780,  1.4632, 34.6825,   145.8,  -9.000,
282, 10021, 3888.0,  1.1576,  27.780,  1.4634, 34.6825,   145.7,  -9.000,
282, 10021, 3890.0,  1.1574,  27.779,  1.4635, 34.6824,   145.7,  -9.000,
282, 10021, 3892.0,  1.1572,  27.780,  1.4635, 34.6826,   145.7,  -9.000,
282, 10021, 3894.0,  1.1570,  27.780,  1.4635, 34.6827,   145.8,  -9.000,
282, 10021, 3896.0,  1.1569,  27.780,  1.4636, 34.6827,   145.8,  -9.000,
282, 10021, 3898.0,  1.1567,  27.780,  1.4636, 34.6827,   145.8,  -9.000,
282, 10021, 3900.0,  1.1567,  27.780,  1.4638, 34.6825,   145.8,  -9.000,
282, 10021, 3902.0,  1.1563,  27.780,  1.4636, 34.6827,   145.9,  -9.000,
282, 10021, 3904.0,  1.1558,  27.780,  1.4634, 34.6828,   145.9,  -9.000,
282, 10021, 3906.0,  1.1558,  27.780,  1.4636, 34.6826,   146.0,  -9.000,
282, 10021, 3908.0,  1.1558,  27.780,  1.4638, 34.6826,   146.0,  -9.000,
282, 10021, 3910.0,  1.1557,  27.780,  1.4639, 34.6826,   146.1,  -9.000,
282, 10021, 3912.0,  1.1556,  27.780,  1.4640, 34.6826,   146.1,  -9.000,
282, 10021, 3914.0,  1.1554,  27.780,  1.4640, 34.6826,   146.1,  -9.000,
282, 10021, 3916.0,  1.1553,  27.780,  1.4642, 34.6827,   146.1,  -9.000,
282, 10021, 3918.0,  1.1553,  27.780,  1.4644, 34.6829,   146.2,  -9.000,
282, 10021, 3920.0,  1.1552,  27.780,  1.4645, 34.6828,   146.2,  -9.000,
282, 10021, 3922.0,  1.1552,  27.780,  1.4647, 34.6829,   146.2,  -9.000,
282, 10021, 3924.0,  1.1551,  27.780,  1.4648, 34.6827,   146.2,  -9.000,
282, 10021, 3926.0,  1.1543,  27.780,  1.4642, 34.6830,   146.1,  -9.000,
282, 10021, 3928.0,  1.1540,  27.780,  1.4642, 34.6830,   146.2,  -9.000,
282, 10021, 3930.0,  1.1540,  27.780,  1.4644, 34.6830,   146.1,  -9.000,
282, 10021, 3932.0,  1.1540,  27.780,  1.4646, 34.6828,   146.1,  -9.000,
282, 10021, 3934.0,  1.1543,  27.780,  1.4651, 34.6830,   146.1,  -9.000,
282, 10021, 3936.0,  1.1539,  27.780,  1.4649, 34.6830,   146.2,  -9.000,
282, 10021, 3938.0,  1.1536,  27.780,  1.4649, 34.6831,   146.3,  -9.000,
282, 10021, 3940.0,  1.1535,  27.780,  1.4650, 34.6827,   146.3,  -9.000,
282, 10021, 3942.0,  1.1530,  27.780,  1.4647, 34.6829,   146.4,  -9.000,
282, 10021, 3944.0,  1.1525,  27.780,  1.4644, 34.6831,   146.4,  -9.000,
282, 10021, 3946.0,  1.1524,  27.780,  1.4645, 34.6829,   146.5,  -9.000,
282, 10021, 3948.0,  1.1522,  27.780,  1.4645, 34.6828,   146.5,  -9.000,
282, 10021, 3950.0,  1.1521,  27.780,  1.4646, 34.6831,   146.5,  -9.000,
282, 10021, 3952.0,  1.1515,  27.781,  1.4643, 34.6832,   146.6,  -9.000,
282, 10021, 3954.0,  1.1505,  27.781,  1.4634, 34.6833,   146.6,  -9.000,
282, 10021, 3956.0,  1.1500,  27.781,  1.4631, 34.6831,   146.6,  -9.000,
282, 10021, 3958.0,  1.1503,  27.780,  1.4637, 34.6830,   146.6,  -9.000,
282, 10021, 3960.0,  1.1493,  27.781,  1.4629, 34.6834,   146.8,  -9.000,
282, 10021, 3962.0,  1.1490,  27.781,  1.4628, 34.6833,   146.8,  -9.000,
282, 10021, 3964.0,  1.1490,  27.781,  1.4630, 34.6831,   146.8,  -9.000,
282, 10021, 3966.0,  1.1490,  27.781,  1.4632, 34.6831,   146.9,  -9.000,
282, 10021, 3968.0,  1.1486,  27.781,  1.4630, 34.6834,   147.0,  -9.000,
282, 10021, 3970.0,  1.1483,  27.781,  1.4630, 34.6833,   147.0,  -9.000,
282, 10021, 3972.0,  1.1480,  27.781,  1.4629, 34.6832,   147.0,  -9.000,
282, 10021, 3974.0,  1.1479,  27.781,  1.4630, 34.6832,   147.1,  -9.000,
282, 10021, 3976.0,  1.1479,  27.781,  1.4632, 34.6834,   147.1,  -9.000,
282, 10021, 3978.0,  1.1476,  27.781,  1.4631, 34.6834,   147.2,  -9.000,
282, 10021, 3980.0,  1.1472,  27.781,  1.4629, 34.6832,   147.2,  -9.000,
282, 10021, 3982.0,  1.1472,  27.781,  1.4632, 34.6834,   147.2,  -9.000,
282, 10021, 3984.0,  1.1470,  27.781,  1.4632, 34.6834,   147.3,  -9.000,
282, 10021, 3986.0,  1.1470,  27.781,  1.4634, 34.6834,   147.3,  -9.000,
282, 10021, 3988.0,  1.1468,  27.781,  1.4634, 34.6833,   147.4,  -9.000,
282, 10021, 3990.0,  1.1465,  27.781,  1.4633, 34.6832,   147.4,  -9.000,
282, 10021, 3992.0,  1.1464,  27.781,  1.4635, 34.6834,   147.4,  -9.000,
282, 10021, 3994.0,  1.1463,  27.781,  1.4636, 34.6835,   147.5,  -9.000,
282, 10021, 3996.0,  1.1462,  27.781,  1.4637, 34.6833,   147.5,  -9.000,
282, 10021, 3998.0,  1.1461,  27.781,  1.4638, 34.6833,   147.5,  -9.000,
282, 10021, 4000.0,  1.1460,  27.781,  1.4639, 34.6834,   147.6,  -9.000,
282, 10021, 4002.0,  1.1459,  27.781,  1.4641, 34.6835,   147.6,  -9.000,
282, 10021, 4004.0,  1.1458,  27.781,  1.4642, 34.6834,   147.6,  -9.000,
282, 10021, 4006.0,  1.1456,  27.781,  1.4642, 34.6833,   147.6,  -9.000,
282, 10021, 4008.0,  1.1452,  27.781,  1.4640, 34.6835,   147.6,  -9.000,
282, 10021, 4010.0,  1.1452,  27.781,  1.4642, 34.6836,   147.6,  -9.000,
282, 10021, 4012.0,  1.1450,  27.781,  1.4643, 34.6835,   147.5,  -9.000,
282, 10021, 4014.0,  1.1450,  27.781,  1.4645, 34.6834,   147.5,  -9.000,
282, 10021, 4016.0,  1.1448,  27.781,  1.4645, 34.6837,   147.6,  -9.000,
282, 10021, 4018.0,  1.1447,  27.782,  1.4646, 34.6837,   147.6,  -9.000,
282, 10021, 4020.0,  1.1446,  27.781,  1.4647, 34.6836,   147.6,  -9.000,
282, 10021, 4022.0,  1.1442,  27.782,  1.4646, 34.6837,   147.7,  -9.000,
282, 10021, 4024.0,  1.1443,  27.781,  1.4649, 34.6836,   147.7,  -9.000,
282, 10021, 4026.0,  1.1439,  27.782,  1.4647, 34.6838,   147.8,  -9.000,
282, 10021, 4028.0,  1.1439,  27.782,  1.4649, 34.6837,   147.8,  -9.000,
282, 10021, 4030.0,  1.1436,  27.782,  1.4648, 34.6837,   147.9,  -9.000,
282, 10021, 4032.0,  1.1434,  27.782,  1.4649, 34.6836,   147.9,  -9.000,
282, 10021, 4034.0,  1.1433,  27.782,  1.4650, 34.6838,   147.9,  -9.000,
282, 10021, 4036.0,  1.1432,  27.782,  1.4651, 34.6837,   148.0,  -9.000,
282, 10021, 4038.0,  1.1429,  27.782,  1.4650, 34.6837,   148.0,  -9.000,
282, 10021, 4040.0,  1.1428,  27.782,  1.4651, 34.6837,   148.1,  -9.000,
282, 10021, 4042.0,  1.1426,  27.782,  1.4652, 34.6839,   148.1,  -9.000,
282, 10021, 4044.0,  1.1424,  27.782,  1.4652, 34.6839,   148.2,  -9.000,
282, 10021, 4046.0,  1.1423,  27.782,  1.4653, 34.6838,   148.1,  -9.000,
282, 10021, 4048.0,  1.1423,  27.782,  1.4655, 34.6836,   148.2,  -9.000,
282, 10021, 4050.0,  1.1422,  27.782,  1.4656, 34.6839,   148.2,  -9.000,
282, 10021, 4052.0,  1.1420,  27.782,  1.4657, 34.6839,   148.2,  -9.000,
282, 10021, 4054.0,  1.1419,  27.782,  1.4658, 34.6839,   148.3,  -9.000,
282, 10021, 4056.0,  1.1415,  27.782,  1.4656, 34.6840,   148.2,  -9.000,
282, 10021, 4058.0,  1.1414,  27.782,  1.4657, 34.6837,   148.2,  -9.000,
282, 10021, 4060.0,  1.1413,  27.782,  1.4658, 34.6839,   148.2,  -9.000,
282, 10021, 4062.0,  1.1409,  27.782,  1.4657, 34.6840,   148.2,  -9.000,
282, 10021, 4064.0,  1.1403,  27.782,  1.4653, 34.6841,   148.3,  -9.000,
282, 10021, 4066.0,  1.1402,  27.782,  1.4654, 34.6839,   148.3,  -9.000,
282, 10021, 4068.0,  1.1402,  27.782,  1.4656, 34.6840,   148.4,  -9.000,
282, 10021, 4070.0,  1.1399,  27.782,  1.4655, 34.6841,   148.4,  -9.000,
282, 10021, 4072.0,  1.1398,  27.782,  1.4657, 34.6840,   148.4,  -9.000,
282, 10021, 4074.0,  1.1398,  27.782,  1.4659, 34.6840,   148.5,  -9.000,
282, 10021, 4076.0,  1.1399,  27.782,  1.4662, 34.6838,   148.5,  -9.000,
282, 10021, 4078.0,  1.1396,  27.782,  1.4661, 34.6841,   148.5,  -9.000,
282, 10021, 4080.0,  1.1396,  27.782,  1.4663, 34.6842,   148.6,  -9.000,
282, 10021, 4082.0,  1.1395,  27.782,  1.4665, 34.6842,   148.6,  -9.000,
282, 10021, 4084.0,  1.1395,  27.782,  1.4667, 34.6841,   148.6,  -9.000,
282, 10021, 4086.0,  1.1396,  27.782,  1.4670, 34.6840,   148.6,  -9.000,
282, 10021, 4088.0,  1.1394,  27.782,  1.4671, 34.6842,   148.6,  -9.000,
282, 10021, 4090.0,  1.1394,  27.782,  1.4673, 34.6841,   148.7,  -9.000,
282, 10021, 4092.0,  1.1394,  27.782,  1.4675, 34.6841,   148.7,  -9.000,
282, 10021, 4094.0,  1.1394,  27.782,  1.4677, 34.6839,   148.6,  -9.000,
282, 10021, 4096.0,  1.1390,  27.782,  1.4675, 34.6842,   148.6,  -9.000,
282, 10021, 4098.0,  1.1386,  27.782,  1.4674, 34.6841,   148.6,  -9.000,
282, 10021, 4100.0,  1.1384,  27.782,  1.4674, 34.6842,   148.6,  -9.000,
282, 10021, 4102.0,  1.1385,  27.782,  1.4677, 34.6840,   148.6,  -9.000,
282, 10021, 4104.0,  1.1380,  27.782,  1.4674, 34.6842,   148.7,  -9.000,
282, 10021, 4106.0,  1.1378,  27.782,  1.4674, 34.6842,   148.7,  -9.000,
282, 10021, 4108.0,  1.1373,  27.782,  1.4672, 34.6843,   148.7,  -9.000,
282, 10021, 4110.0,  1.1373,  27.782,  1.4674, 34.6842,   148.8,  -9.000,
282, 10021, 4112.0,  1.1372,  27.782,  1.4675, 34.6841,   148.8,  -9.000,
282, 10021, 4114.0,  1.1370,  27.782,  1.4675, 34.6843,   148.8,  -9.000,
282, 10021, 4116.0,  1.1368,  27.782,  1.4675, 34.6843,   148.9,  -9.000,
282, 10021, 4118.0,  1.1364,  27.782,  1.4674, 34.6842,   148.9,  -9.000,
282, 10021, 4120.0,  1.1361,  27.782,  1.4673, 34.6843,   149.0,  -9.000,
282, 10021, 4122.0,  1.1360,  27.783,  1.4674, 34.6845,   149.1,  -9.000,
282, 10021, 4124.0,  1.1360,  27.782,  1.4676, 34.6843,   149.1,  -9.000,
282, 10021, 4126.0,  1.1358,  27.782,  1.4677, 34.6842,   149.1,  -9.000,
282, 10021, 4128.0,  1.1357,  27.782,  1.4678, 34.6843,   149.2,  -9.000,
282, 10021, 4130.0,  1.1357,  27.783,  1.4680, 34.6844,   149.2,  -9.000,
282, 10021, 4132.0,  1.1357,  27.782,  1.4682, 34.6843,   149.3,  -9.000,
282, 10021, 4134.0,  1.1355,  27.783,  1.4683, 34.6843,   149.2,  -9.000,
282, 10021, 4136.0,  1.1354,  27.783,  1.4684, 34.6843,   149.3,  -9.000,
282, 10021, 4138.0,  1.1353,  27.783,  1.4685, 34.6843,   149.4,  -9.000,
282, 10021, 4140.0,  1.1352,  27.783,  1.4686, 34.6843,   149.3,  -9.000,
282, 10021, 4142.0,  1.1351,  27.783,  1.4687, 34.6844,   149.3,  -9.000,
282, 10021, 4144.0,  1.1350,  27.783,  1.4689, 34.6844,   149.4,  -9.000,
282, 10021, 4146.0,  1.1348,  27.783,  1.4689, 34.6845,   149.4,  -9.000,
282, 10021, 4148.0,  1.1346,  27.783,  1.4689, 34.6844,   149.4,  -9.000,
282, 10021, 4150.0,  1.1345,  27.783,  1.4690, 34.6842,   149.3,  -9.000,
282, 10021, 4152.0,  1.1341,  27.783,  1.4689, 34.6846,   149.5,  -9.000,
282, 10021, 4154.0,  1.1341,  27.783,  1.4691, 34.6846,   149.5,  -9.000,
282, 10021, 4156.0,  1.1340,  27.783,  1.4692, 34.6845,   149.5,  -9.000,
282, 10021, 4158.0,  1.1338,  27.783,  1.4692, 34.6844,   149.4,  -9.000,
282, 10021, 4160.0,  1.1336,  27.783,  1.4693, 34.6845,   149.5,  -9.000,
282, 10021, 4162.0,  1.1334,  27.783,  1.4693, 34.6845,   149.5,  -9.000,
282, 10021, 4164.0,  1.1333,  27.783,  1.4694, 34.6846,   149.6,  -9.000,
282, 10021, 4166.0,  1.1332,  27.783,  1.4695, 34.6845,   149.6,  -9.000,
282, 10021, 4168.0,  1.1330,  27.783,  1.4696, 34.6846,   149.6,  -9.000,
282, 10021, 4170.0,  1.1327,  27.783,  1.4695, 34.6847,   149.7,  -9.000,
282, 10021, 4172.0,  1.1328,  27.783,  1.4698, 34.6844,   149.7,  -9.000,
282, 10021, 4174.0,  1.1326,  27.783,  1.4698, 34.6845,   149.7,  -9.000,
282, 10021, 4176.0,  1.1324,  27.783,  1.4699, 34.6846,   149.8,  -9.000,
282, 10021, 4178.0,  1.1323,  27.783,  1.4700, 34.6848,   149.8,  -9.000,
282, 10021, 4180.0,  1.1324,  27.783,  1.4703, 34.6847,   149.8,  -9.000,
282, 10021, 4182.0,  1.1324,  27.783,  1.4705, 34.6847,   149.8,  -9.000,
282, 10021, 4184.0,  1.1323,  27.783,  1.4707, 34.6846,   149.8,  -9.000,
282, 10021, 4186.0,  1.1322,  27.783,  1.4708, 34.6847,   149.8,  -9.000,
282, 10021, 4188.0,  1.1321,  27.783,  1.4709, 34.6847,   149.8,  -9.000,
282, 10021, 4190.0,  1.1318,  27.783,  1.4708, 34.6848,   149.8,  -9.000,
282, 10021, 4192.0,  1.1316,  27.783,  1.4709, 34.6847,   149.8,  -9.000,
282, 10021, 4194.0,  1.1316,  27.783,  1.4711, 34.6846,   149.7,  -9.000,
282, 10021, 4196.0,  1.1315,  27.783,  1.4712, 34.6847,   149.8,  -9.000,
282, 10021, 4198.0,  1.1313,  27.783,  1.4712, 34.6847,   149.9,  -9.000,
282, 10021, 4200.0,  1.1312,  27.783,  1.4714, 34.6847,   149.9,  -9.000,
282, 10021, 4202.0,  1.1311,  27.783,  1.4715, 34.6848,   150.0,  -9.000,
282, 10021, 4204.0,  1.1311,  27.783,  1.4717, 34.6847,   150.0,  -9.000,
282, 10021, 4206.0,  1.1310,  27.783,  1.4718, 34.6847,   150.0,  -9.000,
282, 10021, 4208.0,  1.1308,  27.783,  1.4719, 34.6847,   150.0,  -9.000,
282, 10021, 4210.0,  1.1307,  27.783,  1.4720, 34.6849,   150.1,  -9.000,
282, 10021, 4212.0,  1.1306,  27.784,  1.4721, 34.6850,   150.1,  -9.000,
282, 10021, 4214.0,  1.1306,  27.783,  1.4724, 34.6848,   150.2,  -9.000,
282, 10021, 4216.0,  1.1307,  27.783,  1.4727, 34.6848,   150.1,  -9.000,
282, 10021, 4218.0,  1.1308,  27.783,  1.4730, 34.6848,   150.0,  -9.000,
282, 10021, 4220.0,  1.1306,  27.784,  1.4730, 34.6850,   150.1,  -9.000,
282, 10021, 4222.0,  1.1306,  27.783,  1.4733, 34.6849,   150.1,  -9.000,
282, 10021, 4224.0,  1.1305,  27.783,  1.4734, 34.6849,   150.2,  -9.000,
282, 10021, 4226.0,  1.1306,  27.783,  1.4737, 34.6848,   150.0,  -9.000,
282, 10021, 4228.0,  1.1304,  27.783,  1.4738, 34.6849,   150.0,  -9.000,
282, 10021, 4230.0,  1.1303,  27.783,  1.4739, 34.6848,   150.1,  -9.000,
282, 10021, 4232.0,  1.1299,  27.783,  1.4737, 34.6849,   150.2,  -9.000,
282, 10021, 4234.0,  1.1295,  27.784,  1.4735, 34.6849,   150.2,  -9.000,
282, 10021, 4236.0,  1.1294,  27.783,  1.4736, 34.6848,   150.2,  -9.000,
282, 10021, 4238.0,  1.1289,  27.784,  1.4734, 34.6850,   150.3,  -9.000,
282, 10021, 4240.0,  1.1290,  27.784,  1.4737, 34.6850,   150.3,  -9.000,
282, 10021, 4242.0,  1.1287,  27.784,  1.4736, 34.6850,   150.3,  -9.000,
282, 10021, 4244.0,  1.1286,  27.784,  1.4737, 34.6850,   150.3,  -9.000,
282, 10021, 4246.0,  1.1283,  27.784,  1.4737, 34.6849,   150.3,  -9.000,
282, 10021, 4248.0,  1.1282,  27.784,  1.4738, 34.6850,   150.3,  -9.000,
282, 10021, 4250.0,  1.1279,  27.784,  1.4737, 34.6851,   150.3,  -9.000,
282, 10021, 4252.0,  1.1279,  27.784,  1.4739, 34.6850,   150.4,  -9.000,
282, 10021, 4254.0,  1.1277,  27.784,  1.4740, 34.6850,   150.4,  -9.000,
282, 10021, 4256.0,  1.1276,  27.784,  1.4741, 34.6850,   150.4,  -9.000,
282, 10021, 4258.0,  1.1274,  27.784,  1.4741, 34.6850,   150.4,  -9.000,
282, 10021, 4260.0,  1.1271,  27.784,  1.4741, 34.6852,   150.4,  -9.000,
282, 10021, 4262.0,  1.1268,  27.784,  1.4740, 34.6852,   150.4,  -9.000,
282, 10021, 4264.0,  1.1268,  27.784,  1.4742, 34.6852,   150.5,  -9.000,
282, 10021, 4266.0,  1.1267,  27.784,  1.4743, 34.6851,   150.5,  -9.000,
282, 10021, 4268.0,  1.1265,  27.784,  1.4744, 34.6853,   150.5,  -9.000,
282, 10021, 4270.0,  1.1265,  27.784,  1.4746, 34.6852,   150.6,  -9.000,
282, 10021, 4272.0,  1.1263,  27.784,  1.4746, 34.6852,   150.6,  -9.000,
282, 10021, 4274.0,  1.1262,  27.784,  1.4747, 34.6853,   150.7,  -9.000,
282, 10021, 4276.0,  1.1260,  27.784,  1.4748, 34.6853,   150.7,  -9.000,
282, 10021, 4278.0,  1.1260,  27.784,  1.4750, 34.6853,   150.8,  -9.000,
282, 10021, 4280.0,  1.1261,  27.784,  1.4753, 34.6851,   150.8,  -9.000,
282, 10021, 4282.0,  1.1257,  27.784,  1.4752, 34.6853,   150.8,  -9.000,
282, 10021, 4284.0,  1.1256,  27.784,  1.4753, 34.6853,   150.9,  -9.000,
282, 10021, 4286.0,  1.1254,  27.784,  1.4753, 34.6855,   150.9,  -9.000,
282, 10021, 4288.0,  1.1254,  27.784,  1.4755, 34.6853,   150.9,  -9.000,
282, 10021, 4290.0,  1.1253,  27.784,  1.4757, 34.6852,   150.9,  -9.000,
282, 10021, 4292.0,  1.1249,  27.784,  1.4755, 34.6854,   150.9,  -9.000,
282, 10021, 4294.0,  1.1249,  27.784,  1.4757, 34.6854,   151.0,  -9.000,
282, 10021, 4296.0,  1.1248,  27.784,  1.4758, 34.6853,   150.9,  -9.000,
282, 10021, 4298.0,  1.1245,  27.784,  1.4758, 34.6856,   151.0,  -9.000,
282, 10021, 4300.0,  1.1246,  27.784,  1.4761, 34.6855,   151.0,  -9.000,
282, 10021, 4302.0,  1.1245,  27.784,  1.4762, 34.6854,   151.0,  -9.000,
282, 10021, 4304.0,  1.1244,  27.784,  1.4764, 34.6853,   151.0,  -9.000,
282, 10021, 4306.0,  1.1244,  27.784,  1.4766, 34.6854,   151.1,  -9.000,
282, 10021, 4308.0,  1.1241,  27.784,  1.4765, 34.6855,   151.1,  -9.000,
282, 10021, 4310.0,  1.1237,  27.785,  1.4763, 34.6857,   151.1,  -9.000,
282, 10021, 4312.0,  1.1236,  27.784,  1.4765, 34.6855,   151.1,  -9.000,
282, 10021, 4314.0,  1.1235,  27.784,  1.4766, 34.6854,   151.1,  -9.000,
282, 10021, 4316.0,  1.1234,  27.784,  1.4767, 34.6854,   151.2,  -9.000,
282, 10021, 4318.0,  1.1232,  27.784,  1.4768, 34.6854,   151.2,  -9.000,
282, 10021, 4320.0,  1.1232,  27.784,  1.4770, 34.6856,   151.3,  -9.000,
282, 10021, 4322.0,  1.1230,  27.785,  1.4770, 34.6856,   151.3,  -9.000,
282, 10021, 4324.0,  1.1229,  27.785,  1.4771, 34.6856,   151.3,  -9.000,
282, 10021, 4326.0,  1.1228,  27.785,  1.4773, 34.6856,   151.4,  -9.000,
282, 10021, 4328.0,  1.1228,  27.784,  1.4775, 34.6855,   151.4,  -9.000,
282, 10021, 4330.0,  1.1226,  27.785,  1.4775, 34.6856,   151.4,  -9.000,
282, 10021, 4332.0,  1.1225,  27.785,  1.4777, 34.6856,   151.4,  -9.000,
282, 10021, 4334.0,  1.1223,  27.785,  1.4777, 34.6856,   151.4,  -9.000,
282, 10021, 4336.0,  1.1222,  27.785,  1.4778, 34.6856,   151.4,  -9.000,
282, 10021, 4338.0,  1.1220,  27.785,  1.4779, 34.6857,   151.4,  -9.000,
282, 10021, 4340.0,  1.1219,  27.785,  1.4780, 34.6856,   151.4,  -9.000,
282, 10021, 4342.0,  1.1219,  27.784,  1.4782, 34.6854,   151.4,  -9.000,
282, 10021, 4344.0,  1.1217,  27.785,  1.4782, 34.6859,   151.4,  -9.000,
282, 10021, 4346.0,  1.1217,  27.785,  1.4785, 34.6859,   151.5,  -9.000,
282, 10021, 4348.0,  1.1217,  27.785,  1.4787, 34.6860,   151.5,  -9.000,
282, 10021, 4350.0,  1.1217,  27.785,  1.4789, 34.6857,   151.5,  -9.000,
282, 10021, 4352.0,  1.1219,  27.784,  1.4794, 34.6855,   151.5,  -9.000,
282, 10021, 4354.0,  1.1215,  27.785,  1.4792, 34.6858,   151.6,  -9.000,
282, 10021, 4356.0,  1.1216,  27.785,  1.4795, 34.6857,   151.6,  -9.000,
282, 10021, 4358.0,  1.1214,  27.785,  1.4796, 34.6859,   151.7,  -9.000,
282, 10021, 4360.0,  1.1212,  27.785,  1.4796, 34.6858,   151.7,  -9.000,
282, 10021, 4362.0,  1.1211,  27.785,  1.4797, 34.6857,   151.7,  -9.000,
282, 10021, 4364.0,  1.1211,  27.785,  1.4800, 34.6857,   151.7,  -9.000,
282, 10021, 4366.0,  1.1208,  27.785,  1.4799, 34.6858,   151.7,  -9.000,
282, 10021, 4368.0,  1.1207,  27.785,  1.4800, 34.6857,   151.7,  -9.000,
282, 10021, 4370.0,  1.1206,  27.785,  1.4802, 34.6858,   151.6,  -9.000,
282, 10021, 4372.0,  1.1206,  27.785,  1.4804, 34.6858,   151.7,  -9.000,
282, 10021, 4374.0,  1.1204,  27.785,  1.4804, 34.6859,   151.7,  -9.000,
282, 10021, 4376.0,  1.1204,  27.785,  1.4806, 34.6858,   151.7,  -9.000,
282, 10021, 4378.0,  1.1204,  27.785,  1.4809, 34.6857,   151.7,  -9.000,
282, 10021, 4380.0,  1.1202,  27.785,  1.4809, 34.6860,   151.7,  -9.000,
282, 10021, 4382.0,  1.1202,  27.785,  1.4811, 34.6860,   151.8,  -9.000,
282, 10021, 4384.0,  1.1200,  27.785,  1.4812, 34.6860,   151.8,  -9.000,
282, 10021, 4386.0,  1.1201,  27.785,  1.4815, 34.6859,   151.8,  -9.000,
282, 10021, 4388.0,  1.1200,  27.785,  1.4816, 34.6858,   151.9,  -9.000,
282, 10021, 4390.0,  1.1199,  27.785,  1.4818, 34.6860,   151.9,  -9.000,
282, 10021, 4392.0,  1.1200,  27.785,  1.4821, 34.6860,   152.0,  -9.000,
282, 10021, 4394.0,  1.1200,  27.785,  1.4823, 34.6860,   152.0,  -9.000,
282, 10021, 4396.0,  1.1200,  27.785,  1.4826, 34.6859,   152.0,  -9.000,
282, 10021, 4398.0,  1.1199,  27.785,  1.4827, 34.6859,   152.1,  -9.000,
282, 10021, 4400.0,  1.1199,  27.785,  1.4830, 34.6859,   152.0,  -9.000,
282, 10021, 4402.0,  1.1198,  27.785,  1.4831, 34.6858,   151.9,  -9.000,
282, 10021, 4404.0,  1.1197,  27.785,  1.4832, 34.6860,   151.9,  -9.000,
282, 10021, 4406.0,  1.1196,  27.785,  1.4833, 34.6859,   151.9,  -9.000,
282, 10021, 4408.0,  1.1194,  27.785,  1.4834, 34.6859,   151.9,  -9.000,
282, 10021, 4410.0,  1.1195,  27.785,  1.4837, 34.6859,   151.9,  -9.000,
282, 10021, 4412.0,  1.1193,  27.785,  1.4837, 34.6862,   152.0,  -9.000,
282, 10021, 4414.0,  1.1191,  27.785,  1.4838, 34.6860,   152.0,  -9.000,
282, 10021, 4416.0,  1.1190,  27.785,  1.4839, 34.6861,   152.1,  -9.000,
282, 10021, 4418.0,  1.1189,  27.785,  1.4840, 34.6860,   152.1,  -9.000,
282, 10021, 4420.0,  1.1187,  27.785,  1.4841, 34.6858,   152.2,  -9.000,
282, 10021, 4422.0,  1.1186,  27.785,  1.4842, 34.6860,   152.2,  -9.000,
282, 10021, 4424.0,  1.1186,  27.785,  1.4844, 34.6861,   152.2,  -9.000,
282, 10021, 4426.0,  1.1182,  27.785,  1.4843, 34.6860,   152.3,  -9.000,
282, 10021, 4428.0,  1.1181,  27.785,  1.4844, 34.6862,   152.4,  -9.000,
282, 10021, 4430.0,  1.1180,  27.785,  1.4845, 34.6862,   152.4,  -9.000,
282, 10021, 4432.0,  1.1178,  27.785,  1.4846, 34.6862,   152.4,  -9.000,
282, 10021, 4434.0,  1.1177,  27.785,  1.4847, 34.6861,   152.4,  -9.000,
282, 10021, 4436.0,  1.1177,  27.785,  1.4849, 34.6860,   152.5,  -9.000,
282, 10021, 4438.0,  1.1176,  27.785,  1.4851, 34.6862,   152.5,  -9.000,
282, 10021, 4440.0,  1.1176,  27.785,  1.4853, 34.6862,   152.5,  -9.000,
282, 10021, 4442.0,  1.1175,  27.785,  1.4854, 34.6862,   152.5,  -9.000,
282, 10021, 4444.0,  1.1175,  27.785,  1.4857, 34.6860,   152.4,  -9.000,
282, 10021, 4446.0,  1.1173,  27.785,  1.4857, 34.6861,   152.4,  -9.000,
282, 10021, 4448.0,  1.1172,  27.785,  1.4858, 34.6862,   152.4,  -9.000,
282, 10021, 4450.0,  1.1170,  27.785,  1.4859, 34.6862,   152.4,  -9.000,
282, 10021, 4452.0,  1.1170,  27.785,  1.4861, 34.6861,   152.4,  -9.000,
